ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty
512,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,1,1,5,3,1,5,3,4,3,5,4,1,1,1,0,0,0,Male,50,10,4,7,3,1,10,1,1,0.51249999,0.70416665,0.71249998,0.25,1,0,0,0
513,More than 3 Hours,"1, 4, 5",1,0,0,1,1,0,between 3000-5000 friends,"1, 2, 4",3,4,3,2,5,2,4,3,4,4,3,1,1,1,1,1,Male,28,11,3,7,2,3,11,1,1,0.6875,0.62916666,0.66250002,1,1,0,0,0
514,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,"1, 2, 3, 4",4,1,4,1,3,3,3,1,1,1,2,1,1,0,0,0,Female,33,10,4,5,2,1,10,1,1,0.64999998,0.48333332,0.3125,0.25,1,0,0,0
515,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"2, 3, 4",3,4,5,4,3,5,5,5,3,3,1,1,0,0,0,0,Female,25,3,4,5,2,3,3,2,3,0.78750002,0.86250001,0.61250001,0,0,0,1,0
516,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,2,1,4,4,4,5,4,2,2,4,3,2,1,1,0,1,1,Female,18,8,0,1,1,4,8,3,1,0.71249998,0.77083331,0.51249999,0.75,1,0,0,0
517,Less than 1 Hour,1,1,0,0,0,0,0,under 300 friends,2,1,5,3,1,3,3,1,1,5,1,1,1,0,0,0,1,Female,42,13,5,5,2,1,13,1,1,0.41249999,0.67083335,0.41249999,0.25,1,0,0,0
518,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 3",3,5,4,3,5,5,3,4,4,4,1,1,1,0,0,0,Male,45,14,5,1,5,5,15,,1,0.78750002,0.92916667,0.61250001,0.25,1,0,0,0
519,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,3,1,5,5,1,4,5,4,5,5,4,2,1,1,0,0,0,Female,28,9,4,5,2,4,9,3,1,0.5625,0.85416669,0.71249998,0.25,1,0,0,0
520,Between 1 Hour and 3 Hours,"2, 6",0,1,0,0,0,1,between 300-1000 friends,"1, 3",2,4,4,3,3,5,4,4,2,3,1,1,1,0,0,0,Female,28,7,4,7,3,1,13,1,1,0.625,0.80833334,0.51249999,0.25,1,0,0,0
521,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"2, 3",2,4,4,2,4,2,2,3,3,4,2,1,1,0,0,0,Male,31,9,5,5,2,2,10,2,4,0.625,0.60833335,0.51249999,0.25,0,0,0,1
522,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 3, 4",4,3,4,2,5,1,1,1,1,1,2,1,1,0,0,0,Female,27,10,5,1,2,4,10,3,4,0.80000001,0.53333336,0.21250001,0.25,0,0,0,1
523,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,4,4,4,4,4,4,5,3,1,1,1,0,1,Male,42,10,5,5,2,3,10,1,1,0.89999998,0.89999998,0.71249998,0.75,1,0,0,0
524,Less than 1 Hour,6,0,0,0,0,0,1,between 300-1000 friends,2,1,2,2,2,4,2,2,2,3,1,2,1,0,0,0,0,Female,35,10,4,5,2,3,8,3,1,0.46250001,0.42083335,0.36250001,0,1,0,0,0
525,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"1, 2, 3, 4",4,3,2,4,4,4,1,1,5,4,2,1,1,0,0,1,Male,47,10,2,3,2,1,13,1,1,0.75,0.71666664,0.5625,0.5,1,0,0,0
526,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,1,1,3,4,3,4,3,3,3,3,3,2,1,0,0,0,0,Male,37,10,4,4,2,3,10,1,1,0.61250001,0.60416669,0.51249999,0,1,0,0,0
527,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 3000-5000 friends,"2, 3",2,4,5,5,5,5,5,4,5,3,1,1,0,0,0,0,Female,28,8,4,1,1,3,8,1,1,0.875,0.89166665,0.71249998,0,1,0,0,0
528,More than 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,1,1,2,3,3,3,5,3,3,5,3,2,1,0,0,0,1,Female,29,10,4,7,2,1,10,1,1,0.51249999,0.63749999,0.61250001,0.25,1,0,0,0
529,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,"1, 2, 3",3,5,5,5,5,3,5,5,5,5,1,1,1,1,0,1,Female,23,11,5,1,1,3,11,1,1,0.9375,0.84583336,0.8125,0.75,1,0,0,0
530,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,5,3,4,3,3,4,4,4,3,1,0,1,0,0,Female,28,8,4,5,2,1,10,1,1,0.66250002,0.75416666,0.61250001,0.25,1,0,0,0
531,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,5,5,4,5,1,4,4,5,5,2,1,1,0,0,0,Female,28,10,4,5,2,4,10,3,1,0.76249999,0.65416664,0.76249999,0.25,1,0,0,0
532,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,under 300 friends,"3, 4",2,3,4,1,4,5,1,3,3,1,1,1,1,0,0,0,Male,34,7,4,5,2,3,11,1,4,0.57499999,0.72500002,0.3125,0.25,0,0,0,1
533,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,under 300 friends,"1, 2, 3",3,5,1,1,1,3,1,5,3,1,2,1,0,0,1,0,Female,29,11,5,4,3,1,13,1,4,0.33750001,0.64583331,0.3125,0.25,0,0,0,1
534,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,3,4,4,3,4,4,4,1,1,0,0,0,1,Female,26,8,5,5,2,3,10,1,1,0.80000001,0.80000001,0.61250001,0.25,1,0,0,0
535,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 3000-5000 friends,"2, 4",2,4,4,2,4,2,4,4,4,3,1,1,1,0,0,1,Male,26,13,4,4,2,3,13,1,1,0.625,0.60833335,0.61250001,0.5,1,0,0,0
536,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,3,1,4,4,4,4,4,4,4,4,1,2,1,0,0,0,1,Male,32,8,4,5,2,3,10,1,1,0.66250002,0.75416666,0.51249999,0.25,1,0,0,0
537,More than 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,"1, 2",2,5,5,4,5,4,4,4,4,4,1,1,0,0,0,1,Female,24,9,4,5,2,4,9,3,1,0.82499999,0.875,0.66250002,0.25,1,0,0,0
538,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 3000-5000 friends,"1, 4",2,4,3,4,4,4,4,4,4,5,2,1,1,0,0,0,Male,46,9,4,7,4,1,10,1,1,0.67500001,0.75833333,0.71249998,0.25,1,0,0,0
539,More than 3 Hours,"2, 3, 5, 6",0,1,1,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,5,3,3,4,4,4,3,3,"1, 3",2,1,0,0,1,Female,18,8,3,1,1,1,8,1,1,0.80000001,0.80000001,0.625,0.5,1,0,0,0
540,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,4,3,4,4,3,1,1,1,0,0,Female,22,9,0,5,2,4,9,3,1,0.78750002,0.79583335,0.66250002,0.5,1,0,0,0
541,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,3,3,3,3,3,3,3,4,3,1,1,0,1,0,1,Female,36,10,5,5,2,2,10,1,1,0.69999999,0.63333333,0.5625,0.5,1,0,0,0
542,Between 1 Hour and 3 Hours,"1, 4",1,0,0,1,0,0,between 1000-3000 friends,"1, 2, 4",3,4,4,4,5,4,3,4,4,5,"3, 4",2,1,0,1,0,Male,42,13,5,5,3,1,13,1,1,0.83749998,0.8125,0.72500002,0.5,1,0,0,0
543,Less than 1 Hour,"1, 2, 4, 6",1,1,0,1,0,1,between 300-1000 friends,3,1,2,3,3,3,4,4,3,3,3,1,1,0,0,0,0,Male,30,14,4,4,3,1,13,1,1,0.51249999,0.57083333,0.5625,0,1,0,0,0
544,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,4,5,5,4,5,5,4,1,1,1,0,0,0,Female,23,9,4,5,2,4,9,3,1,0.94999999,0.98333335,0.71249998,0.25,1,0,0,0
545,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"1, 2, 3",3,5,4,4,4,4,4,3,4,3,2,1,1,0,0,1,Female,22,9,4,1,1,4,9,4,1,0.78750002,0.86250001,0.61250001,0.5,1,0,0,0
546,Less than 1 Hour,"1, 5",1,0,0,0,1,0,between 3000-5000 friends,"3, 4",2,3,1,1,4,3,3,3,3,3,1,1,0,0,0,0,Male,40,7,5,7,4,1,7,2,4,0.42500001,0.54166669,0.51249999,0,0,0,0,1
547,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,3,5,5,4,3,5,5,3,3,2,1,0,0,0,1,Female,27,14,4,5,2,3,14,1,4,0.94999999,0.71666664,0.61250001,0.25,0,0,0,1
548,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,between 1000-3000 friends,"1, 2, 3, 4",4,3,4,2,3,3,2,2,3,2,1,1,1,0,0,0,Female,23,8,4,1,1,1,10,1,1,0.69999999,0.63333333,0.41249999,0.25,1,0,0,0
549,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,3,1,4,4,4,4,4,5,2,3,3,1,1,1,0,0,0,Male,27,10,4,5,2,1,10,1,1,0.66250002,0.75416666,0.61250001,0.25,1,0,0,0
550,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,4,3,4,3,2,1,1,0,0,0,Female,24,9,4,5,2,4,9,3,1,0.78750002,0.79583335,0.61250001,0.25,1,0,0,0
551,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,3,3,4,3,2,1,1,1,0,1,Female,24,9,4,5,2,4,9,3,1,0.78750002,0.79583335,0.5625,0.75,1,0,0,0
552,More than 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,1,1,4,4,3,4,4,5,3,3,3,1,1,0,0,0,0,Female,23,7,4,5,2,1,7,1,1,0.61250001,0.73750001,0.61250001,0,1,0,0,0
553,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,under 300 friends,3,1,4,4,4,4,4,4,4,4,4,1,1,0,0,0,1,Female,26,9,5,5,2,3,9,1,1,0.66250002,0.75416666,0.66250002,0.25,1,0,0,0
554,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,4,1,3,3,5,4,3,3,3,1,1,0,0,0,0,Female,20,10,0,1,1,1,10,1,2,0.41249999,0.73750001,0.5625,0,0,1,0,0
555,More than 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"1, 2, 3",3,4,4,4,4,1,4,4,4,3,3,1,0,0,0,1,Female,24,9,4,5,2,4,9,3,1,0.78750002,0.59583336,0.61250001,0.25,1,0,0,0
556,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,4,4,3,3,4,3,2,1,1,0,0,0,Female,24,9,4,5,2,4,9,3,1,0.78750002,0.79583335,0.5625,0.25,1,0,0,0
557,More than 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,1,1,4,4,3,4,4,5,4,4,4,2,1,0,0,0,0,Female,32,10,5,7,2,1,10,1,1,0.61250001,0.73750001,0.71249998,0,1,0,0,0
558,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,1,1,5,5,4,5,4,5,5,5,5,3,1,1,1,1,1,Female,23,9,4,7,2,4,9,3,1,0.76249999,0.85416669,0.8125,1,1,0,0,0
559,Between 1 Hour and 3 Hours,4,0,0,0,1,0,0,under 300 friends,3,1,3,3,4,5,3,5,3,4,3,3,1,1,1,1,1,Female,17,14,3,2,1,3,14,1,1,0.66250002,0.62083334,0.66250002,1,1,0,0,0
560,More than 3 Hours,5,0,0,0,0,1,0,between 3000-5000 friends,3,1,5,5,5,5,3,3,3,5,3,1,1,0,0,0,1,Male,27,10,2,3,2,3,10,1,1,0.8125,0.80416667,0.61250001,0.25,1,0,0,0
561,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 1000-3000 friends,"1, 2",2,5,4,1,5,4,4,5,5,4,1,1,0,0,0,0,Female,20,9,4,5,2,4,9,3,1,0.625,0.80833334,0.71249998,0,1,0,0,0
562,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,1,1,5,5,5,5,4,1,1,5,1,2,1,0,0,0,0,Female,41,9,4,5,2,4,9,3,1,0.8125,0.87083334,0.41249999,0,1,0,0,0
563,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,2,4,4,4,4,5,4,1,1,1,1,0,0,Female,33,10,5,5,2,3,10,1,1,0.75,0.85000002,0.71249998,0.5,1,0,0,0
564,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,1,1,4,5,1,5,4,4,5,5,5,2,1,0,0,0,0,Female,22,9,4,5,1,3,9,1,1,0.61250001,0.73750001,0.76249999,0,1,0,0,0
565,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,4,4,5,5,4,4,3,3,1,1,0,0,0,0,Female,24,10,4,5,2,3,10,1,4,0.89999998,0.89999998,0.5625,0,0,0,0,1
566,More than 3 Hours,"2, 4, 5",0,1,0,1,1,0,between 1000-3000 friends,1,1,5,5,3,5,4,5,4,4,4,2,1,1,0,0,0,Female,21,9,4,5,2,3,9,1,1,0.71249998,0.83749998,0.71249998,0.25,1,0,0,0
567,More than 3 Hours,6,0,0,0,0,0,1,between 3000-5000 friends,4,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,Male,23,1,1,2,5,3,1,4,4,0.21250001,0.20416667,0.21250001,0,0,0,0,1
568,More than 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,"3, 4",2,5,5,1,5,1,4,3,3,3,1,1,1,0,0,0,Female,26,9,4,7,1,4,9,3,1,0.67500001,0.625,0.5625,0.25,1,0,0,0
569,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,4,5,4,5,3,3,5,3,3,2,1,0,0,0,0,Male,28,10,5,5,2,1,13,1,4,0.94999999,0.7833333,0.51249999,0,0,0,0,1
570,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2",2,5,3,5,5,1,4,3,4,1,2,1,0,0,0,0,Male,38,10,4,7,5,3,10,1,4,0.77499998,0.6583333,0.51249999,0,0,0,0,1
571,Less than 1 Hour,"1, 2, 4, 6",1,1,0,1,0,1,between 1000-3000 friends,1,1,5,5,5,5,4,5,5,5,4,1,1,0,0,0,0,Male,46,13,4,5,2,1,13,1,4,0.8125,0.87083334,0.76249999,0,0,0,0,1
572,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,2,1,5,5,4,4,4,3,3,4,2,2,1,0,0,0,0,Female,27,10,4,5,2,2,10,1,1,0.71249998,0.83749998,0.51249999,0,1,0,0,0
573,Between 1 Hour and 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 1000-3000 friends,"1, 3, 4",3,5,4,3,4,4,4,4,3,3,2,1,1,0,0,0,Male,46,9,4,7,4,1,10,1,1,0.73750001,0.84583336,0.5625,0.25,1,0,0,0
574,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,1,1,1,5,1,1,1,1,1,1,1,2,1,0,0,0,0,Female,32,3,4,7,2,3,3,2,2,0.41249999,0.27083334,0.21250001,0,0,1,0,0
575,More than 3 Hours,"2, 4, 5",0,1,0,1,1,0,under 300 friends,"2, 3, 4",3,4,4,5,5,5,5,5,4,5,1,1,0,0,0,0,Male,25,5,4,4,2,3,5,2,1,0.88749999,0.89583331,0.76249999,0,1,0,0,0
576,Between 1 Hour and 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"2, 3, 4",3,2,5,4,1,1,1,2,2,1,1,1,1,0,0,1,Female,36,10,4,5,2,2,10,1,2,0.6875,0.42916667,0.26249999,0.5,0,1,0,0
577,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,3,3,3,4,4,4,4,4,"1, 3",2,1,1,0,0,Female,23,10,4,7,4,1,10,1,1,0.69999999,0.76666665,0.72500002,0.5,1,0,0,0
578,More than 3 Hours,"1, 4, 5",1,0,0,1,1,0,under 300 friends,"1, 2, 3",3,3,1,2,3,4,5,3,5,2,1,1,0,0,0,0,Male,15,13,3,1,1,1,13,1,1,0.48750001,0.62916666,0.66250002,0,1,0,0,0
579,Less than 1 Hour,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,5,1,1,1,5,1,1,1,1,0,0,1,Male,23,10,4,4,2,1,10,1,1,1,0.73333335,0.41249999,0.5,1,0,0,0
580,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"2, 4",2,5,5,4,5,4,4,4,4,5,1,1,1,0,1,1,Male,25,1,4,1,1,3,1,2,3,0.82499999,0.875,0.71249998,0.75,0,0,1,0
581,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,"2, 4",2,4,2,1,3,1,2,2,4,1,3,1,1,0,0,0,Female,24,8,4,5,2,4,8,3,1,0.42500001,0.47499999,0.41249999,0.25,1,0,0,0
582,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,4,1,5,5,5,5,5,5,5,5,5,3,1,1,0,0,0,Male,40,13,3,6,2,3,11,1,2,0.8125,0.9375,0.8125,0.25,0,1,0,0
583,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,Male,27,10,4,7,3,3,10,1,1,1,1,0.8125,1,1,0,0,0
584,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"2, 3",2,4,5,4,4,4,4,4,3,1,2,1,0,0,0,0,Male,43,1,4,5,2,3,8,1,1,0.77499998,0.79166669,0.46250001,0,1,0,0,0
585,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 4",3,5,4,3,5,4,3,3,5,3,2,1,0,0,0,0,Male,43,13,4,5,2,4,13,3,2,0.78750002,0.86250001,0.61250001,0,0,1,0,0
586,More than 3 Hours,"4, 5, 6",0,0,0,1,1,1,between 300-1000 friends,"1, 2, 3",3,1,1,1,4,2,4,1,4,4,1,1,1,0,0,0,Female,28,10,4,5,2,4,10,3,1,0.48750001,0.36250001,0.66250002,0.25,1,0,0,0
587,More than 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,4,1,5,5,4,5,2,3,4,4,3,1,1,1,0,0,1,Male,39,10,4,6,2,1,10,1,2,0.76249999,0.7208333,0.5625,0.5,0,1,0,0
588,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"2, 3",2,4,4,4,4,5,4,3,3,3,3,1,1,0,0,0,Male,21,9,0,1,1,4,9,3,1,0.72500002,0.8416667,0.5625,0.25,1,0,0,0
589,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,4,2,5,4,5,5,3,2,3,1,1,0,0,0,Female,22,8,0,1,1,3,8,1,1,0.80000001,0.86666667,0.5625,0.25,1,0,0,0
590,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,"1, 2, 3",3,4,3,2,5,4,1,1,4,1,1,1,1,0,0,1,Male,23,10,4,4,2,1,10,2,1,0.6875,0.76249999,0.36250001,0.5,1,0,0,0
591,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3, 4",3,3,4,2,4,3,3,3,4,1,3,1,1,0,0,1,Male,23,10,4,1,1,1,10,1,1,0.6875,0.62916666,0.46250001,0.5,1,0,0,0
592,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,2,1,4,4,3,4,5,3,3,4,3,2,1,0,0,0,0,Male,22,10,0,1,1,1,10,1,1,0.61250001,0.80416667,0.5625,0,1,0,0,0
593,More than 3 Hours,3,0,0,1,0,0,0,under 300 friends,2,1,5,5,5,5,4,4,4,4,4,2,1,1,0,0,1,Male,25,10,4,4,2,1,10,1,1,0.8125,0.87083334,0.66250002,0.5,1,0,0,0
594,Between 1 Hour and 3 Hours,"2, 5",0,1,0,0,1,0,between 1000-3000 friends,2,1,5,5,3,5,3,3,4,4,4,1,1,1,0,0,1,Female,24,8,4,5,2,1,1,1,1,0.71249998,0.77083331,0.61250001,0.5,1,0,0,0
595,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,5,5,5,4,4,4,3,1,1,1,0,0,0,Male,23,10,0,1,1,1,10,1,1,1,1,0.61250001,0.25,1,0,0,0
596,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,under 300 friends,1,1,5,5,4,5,4,5,4,5,4,2,1,1,0,0,1,Female,28,8,4,5,2,3,8,3,2,0.76249999,0.85416669,0.76249999,0.5,0,1,0,0
597,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,2,1,5,4,3,5,4,4,4,3,1,2,1,1,1,0,0,Female,23,9,4,5,2,3,9,1,1,0.66250002,0.82083333,0.46250001,0.5,1,0,0,0
598,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 3, 4",3,4,4,2,4,5,3,3,3,3,1,1,1,0,0,0,Female,29,10,4,4,3,1,13,,4,0.6875,0.82916665,0.51249999,0.25,0,0,0,1
599,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 3000-5000 friends,3,1,3,3,3,3,3,3,3,3,3,2,1,1,0,0,0,Female,28,10,4,7,3,1,13,1,1,0.51249999,0.57083333,0.51249999,0.25,1,0,0,0
600,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,2,4,4,5,3,4,1,1,1,0,0,0,0,Female,28,10,4,4,4,1,10,1,1,0.75,0.78333336,0.5625,0,1,0,0,0
601,Less than 1 Hour,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,3,1,5,5,3,3,5,5,5,5,3,2,1,0,0,0,0,Female,28,10,4,5,3,1,10,1,1,0.61250001,0.87083334,0.71249998,0,1,0,0,0
602,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,3,5,4,3,4,5,5,"1, 2",2,1,0,0,0,Male,24,10,4,7,2,4,10,4,1,0.85000002,0.81666666,0.77499998,0.25,1,0,0,0
603,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,3,4,4,5,5,4,4,5,5,2,1,1,0,0,1,Male,23,10,4,7,2,1,10,1,1,0.89999998,0.83333331,0.76249999,0.5,1,0,0,0
604,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"2, 3, 4",3,3,5,1,5,3,2,3,4,3,1,1,0,0,0,0,Female,23,11,4,1,1,3,11,1,4,0.73750001,0.64583331,0.51249999,0,0,0,0,1
605,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"2, 3, 4",3,3,5,1,5,3,2,3,4,3,1,1,0,0,0,0,Female,23,11,4,1,1,3,11,1,4,0.73750001,0.64583331,0.51249999,0,0,0,0,1
606,More than 3 Hours,"1, 6",1,0,0,0,0,1,between 1000-3000 friends,3,1,1,5,1,5,5,4,3,3,1,2,1,0,0,0,0,Female,28,10,4,7,3,1,10,1,4,0.61250001,0.60416669,0.46250001,0,0,0,0,1
607,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 3000-5000 friends,"1, 4",2,4,4,4,4,5,5,2,4,3,2,1,1,1,0,1,Male,32,10,4,7,5,3,10,1,1,0.72500002,0.8416667,0.66250002,0.75,1,0,0,0
608,More than 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,1,1,3,3,4,5,1,4,3,4,4,2,1,0,0,0,0,Female,28,10,4,7,3,4,10,3,1,0.66250002,0.48750001,0.66250002,0,1,0,0,0
609,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,"1, 3",2,3,4,1,3,3,2,2,3,1,2,1,0,0,0,0,Female,27,7,4,5,2,3,7,2,4,0.52499998,0.57499999,0.36250001,0,0,0,0,1
610,More than 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,2,1,3,4,4,5,1,1,3,3,1,2,1,0,0,0,0,Female,29,8,5,5,2,1,10,1,1,0.71249998,0.50416666,0.3125,0,1,0,0,0
611,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,3,3,3,3,5,2,3,2,1,1,1,0,1,Male,22,1,4,1,1,1,1,2,4,0.80000001,0.80000001,0.46250001,0.75,0,0,0,1
612,Less than 1 Hour,4,0,0,0,1,0,0,under 300 friends,3,1,3,3,1,3,4,5,5,3,1,2,1,0,0,0,0,Female,28,10,4,4,2,1,10,2,1,0.41249999,0.60416669,0.51249999,0,1,0,0,0
613,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2",2,5,5,1,4,1,1,1,4,1,1,1,0,0,0,0,Female,52,10,6,5,2,1,10,1,1,0.625,0.60833335,0.36250001,0,1,0,0,0
614,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,1,3,4,5,2,5,4,1,1,1,0,0,1,Female,28,10,5,5,2,1,10,1,1,0.69999999,0.83333331,0.76249999,0.5,1,0,0,0
